"","text","score"
"138","definitely an extreme happy place for me<U+203C><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61><U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38>",1
"139","i have had a lot of amazing presents today but this one is up there",1
"140","i’m obsessed with seeing women encourage support and empower other women it’s my favourite we need more of it <U+270C><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37> …",3
"141","hell yes xxx",-1
"142","happy <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>",1
"143","to the future <U+2764><U+FE0F>",0
"144","oh my heart look at my girls not long until i see my penny and even lucy she’s a…",0
"145","alert moggies",0
"146","here’s to all the mothers grandmothers sisters aunts nieces cousins coaches co workers and friends who teac…",0
"147","it s honoring fellows amp and…",1
"148","i’m obsessed with seeing women encourage support and empower other women it’s my favourite we need more of it <U+270C><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>…",3
"149","my mom 
my former pastor and youth pastor <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E36><U+613C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37>
every day heroes 
stay at home moms …",0
"150","here s to strong women 
may we know them 
may we be them 
may we raise them 
happy international women s day <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>…",2
"151","my tribe my girls my everything you ladies inspire me to be the best me i can be i love you for making me who i…",3
"152","to these stunningly beautiful confident crazy smart and insanely strong women i love you and am so grateful…",4
"153","i will always be here to help fix your crowns …",0
"154","kailyn dior <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E38><U+2764><U+FE0F> braylin renee <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E62> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E33>",0
"155","happy international women s day",1
"156","you coming to mygirls night <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64><U+200D><U+2640><U+FE0F>",0
"157","are two of the strongest women i know and i love them with all my heart<U+2763><U+FE0F>",2
"158","happy international women’s day <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E61><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E30>",1
"159","girls with dreams become women with vision they are my reason they are my world <U+2764><U+FE0F>",0
"160","you all know who you are 
<U+2764><U+FE0F>
 …",0
"161","<U+2764><U+FE0F> now to…",0
"162","it’s a new adventure full of trouble every weekend<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>",-1
"163","happy international women’s day to these beautiful women i love you all so very much …",3
"164","“the world needs strong women women who will lift and build others who will love and be loved women who live bra…",3
"165","my babies <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> i think they were about amp time just went <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E32> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35> …",0
"166","pic of for all those times i have been told you can’t have children amp a career pr…",0
"167","when my best big girl met my best little girl <U+2764><U+FE0F>",2
"168","especially celebrating today thankful for the skills amp wisdom of the long line of strong indep…",3
"169","especially celebrating today thankful for the skills amp wisdom of the long line of strong …",3
"170","snow angels …",0
"171","my little girl gang i love raising these girls <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35> happy international women’s day <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61>
 …",2
"172","your charm is operating on overdrive today but you’re seeking more for gemini",1
"173","inspire me years after her death age is woman in wales 
we…",0
"174","sometimes you just need to take it slow morning stroll with my lovely lambright girls …",0
"175","the cheetah girls was a mothafucking bop",0
"176","i m just wondering what day should i name it today 
 girls or women 
 …",0
"177","my girls lentil wedding amp portrait photography cinematography greece",0
"178","with and <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>",0
"179","happy women’s day",1
"180","thank you to all the who will happy…",1
"181","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35> happy thank you for b…",2
"182","new blog post international women s day a tribute to the ladies in my life …",0
"183","“ ”

im crying",0
"184","“the girls”
sophie amp bella",0
"185","at 
mina <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35>",0
"186","how it was supposed to be vs how it came out",0
"187","question which member has the messiest room 
gugudan all pointed at sejeong 

<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> <U+AD6C><U+AD6C><U+B2E8> <U+AE40><U+C138><U+C815>",0
"188","gugudan idols of asia

pikachu charade so cute <U+263A><U+FE0F>
sejeong knew that haebin didn t get it aigoo aigoo 
 
mi…",1
"189","what would i do without these",0
"190","she’s so happy to be a big sister she’s been waiting for her baby sister for so long 
 …",1
"191","fatherhood has blessed me beyond measures",0
"192","when i haven’t seen them for a while i get the best reception missed my girls …",0
"193","candy land time …",0
"194","great day found a perfect in the wild today and got enough candies to finally evolve my i…",2
"195","she’s right 
i’m really happy that seyong got a lot of love and support from mygirls or even tu fans but i can’t…",5
"196","do you love having a night in with the girls 
 
 …",1
"197","what a delight to meet at the state rajasthan senior girls camp organised by …",1
"198","mygirls <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",0
"199","in that way don t ask japanese mygirls to participate <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66>",0
"200","nidocafevickery …",0
"201","back inside from <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+623C><U+3E65><U+2764>",0
"202","that is so funny or should i say lol",-1
"203","taking advantage of this gorgeous day and playing outside",2
"204","mygirls<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37>",0
"205","insoo instastory update <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>

though it was short mygirls were beautiful and you did well myname members

 he tagged gunwo…",2
"206","another surprise from mygirls<U+2665><U+FE0F>",0
"207","kaemern<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37> 
please go for it we need japanese mygirls also are we al…",0
"208","i ve got sunshine on a cloudy day",-1
"209","when your older child has always thought of her lil did as her child <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> i love their bond",1
"210","b day wake up call <U+2764><U+FE0F>",0
"211","a kinder but not necessarily gentler energy is building in you more for gemini",0
"212","”mygirls”
 
<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E62>",0
"213","oh my heart look at my girls not long until i see my penny and even lucy she…",0
"214","winter <U+2764><U+FE0F> rIp",0
"215","kaemern<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37> 
please go for it we need japanese mygirls also ar…",0
"216","to be a amp a fantastic of what a is for…",1
"217","because when you stop and look around<U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E63>
this life is petty amazing <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>
 <U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",0
"218","need help <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E37> i ll bringing more",0
"219","i’m glad y’all finally realized what mygirls already knew",1
"220","decided i don t need anyone else in my life right now just gonna be me and my girls but if wants a sc…",1
"221","my secret admirer on twitter is 

find yours at",1
"222","shoot by henry photography
mua hair model samantha kaye
···
 …",0
"223","so grateful that i have amp listen to me bitch <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+200D><U+2640><U+FE0F> love you guys <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>",1
"224","this day we went to a thrift store and genesis decided she wanted this wig instead of a toy <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+200D><U+2640><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+200D><U+2640><U+FE0F> …",1
"225","sweet memories",1
"226","it s becoming a thing now lol <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35> …",0
"227","london united kingdom",0
"228","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E33>is it the nd yet part …",0
"229","look who came to play",0
"230","grocery shopping vibes",0
"231","sisters always and forever",0
"232","i need you like a heart needs a beat …",1
"233","luvs <U+2764><U+FE0F><U+2764><U+FE0F>",0
"234","mygirls <U+2661>",0
"235","the excruciating numbness felt with having to watch the peppa pig first cinema experience for by he fourth night…",-2
"236","yall we fucking eat wings with chopstick <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>",-1
"237","never a dull moment in “the fantastic ” group chat <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>",0
"238","dayum ladies you fiiiiine <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>

 …",0
"239","man im so ready for the nd my girls are back …",1
"240","there’s nothing better than being surrounded by your favorite girls before you walk down the aisle…",2
"241","these were the days <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64><U+2764><U+FE0F> 
 <U+2764><U+FE0F>",0
"242","your career goals are no longer yours alone for they are inte more for gemini",0
"243","berrytv has finally uploaded these hello korea myname episodes with english subtitles the videos just came out a week ago int…",0
"244","school run last week snow glad that’s over <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> …",1
"245","• kano s licking his lips at the makeshift cake shop • <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> …",0
"246","new clout gang merch is out link in bio if you want to buy",0
"247","i can’t settle for just anything my daughters are watching me <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35> …",0
"248","my furbabies",0
"249","a dgroup that matches their outfits together stays together <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35> plaster student union",0
"250","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E36><U+393C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E36><U+393C><U+3E35> tomorrow at am ready set go this one is promotionfor the upcoming sexy podcast episode if u love s…",3
"251","amp i lol 
playing with",0
"252","love my new home screen <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",1
"253","<U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>mygirls are happy to support you wherever you are<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E63>",2
"254","me and my girls love them so much …",1
"255","i m so lucky to have such wonderful friends in my life thank you for those who has text today you made today more…",3
"256","just how many times do i have to change barbies dress before it s right <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>",1
"257","sweet fifteen<U+2764><U+2764><U+2764> make up session for my babes <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E34>",1
"258","lipstick selfies these beauties forever make me smile",1
"259","and i just got our tix for in dallas for july th yyyaaaaassssss …",0
"260","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> yup this is us",0
"261","ariana
···
 srock …",0
"262","regrann from if you’re cold they’re cold please bring them inside <U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+623C><U+3E65> …",-2
"263","have everything to do w",0
"264","love my slayers for their continued love and support for all i do may god continue to bless you with his unfailing…",4
"265","just look at her face <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36> happy birthday bestie <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> sorry for the torture <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63> 

 …",-1
"266","one big happy family so thankful for the time off and what s better than spending some time in waco …",3
"267","couldn’t imagine my life without my girls <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> they are all little gems and i’m so lucky to have a good bunch of weird…",3
"268","your agenda is uncharacteristically etched into stone today a more for gemini",0
"269","no school so it’s a provan selfie <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E33> <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>",0
"270","my notifs are blowing up abt people asking who seyong is mygirls gonna see some additional members just because a man yelled…",0
"271","she flies like a bird this daughter of mine",1
"272","my favorites <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> love my wife man <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>",1
"273","today isabella went crazy with her disney homies …",-1
"274","cousin baby shower <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E39><U+200D><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E37><U+200D><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E37>",0
"275","they make everything the best …",1
"276","kang yebin <U+2661> pristin
<U+21B3> <U+A4B0> <U+AC15><U+C608><U+BE48> <U+2661> <U+D504><U+B9AC><U+C2A4><U+D2F4> <U+A4B1>
<U+21B3> requested",0
"277","love them big…",1
"278","more from the art institute plus an awesome slo mo face plant the art institute of…",1
"279","i love you guys <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E65>",1
"280","berrytv has finally uploaded these hello korea myname episodes with english subtitles the videos just came out a w…",0
"281","two of my favorite girls in the world <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",1
"282","ig christina in jake’s recent post “i like my ladies like i like my weather warm and beautiful …",5
"283","mygirls<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E33>",0
"284","defiantly have the prettiest fans<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E31>",-1
"285","and the season has started time to get down and get dirty<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E62> mygirls",0
"286","the best of friends <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E66><U+200D><U+2640><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E66><U+200D><U+2640><U+FE0F>",1
